# Reference FES along x for the double well model potential
# The exact DeltaF between the basins is 3.31502...
#x  FES  der_FES_x
0.72972972973 9.46766060933 -5.36607482086
0.735735735736 9.4352667233 -5.42090413067
0.741741741742 9.40254464379 -5.47535612142
0.747747747748 9.3694966798 -5.52941655747
0.753753753754 9.33612522569 -5.5830712486
0.75975975976 9.3024327609 -5.63630605251
0.765765765766 9.26842184968 -5.68910687735
0.771771771772 9.23409514075 -5.74145968432
0.777777777778 9.19945536699 -5.79335049027
0.783783783784 9.16450534507 -5.84476537037
0.78978978979 9.12924797515 -5.8956904607
0.795795795796 9.09368624044 -5.9461119609
0.801801801802 9.05782320685 -5.99601613681
0.807807807808 9.02166202258 -6.04538932295
0.813813813814 8.98520591769 -6.09421792515
0.81981981982 8.94845820366 -6.14248842294
0.825825825826 8.91142227297 -6.19018737202
0.831831831832 8.87410159859 -6.23730140656
0.837837837838 8.83649973355 -6.28381724147
0.843843843844 8.7986203104 -6.3297216746
0.84984984985 8.76046704076 -6.37500158879
0.855855855856 8.72204371474 -6.41964395388
0.861861861862 8.68335420047 -6.46363582863
0.867867867868 8.64440244353 -6.50696436244
0.873873873874 8.60519246639 -6.54961679711
0.87987987988 8.56572836789 -6.59158046838
0.885885885886 8.52601432263 -6.63284280741
0.891891891892 8.48605458041 -6.67339134213
0.897897897898 8.44585346566 -6.71321369851
0.903903903904 8.40541537683 -6.75229760168
0.90990990991 8.36474478576 -6.79063087697
0.915915915916 8.32384623716 -6.82820145084
0.921921921922 8.28272434791 -6.86499735168
0.927927927928 8.24138380651 -6.90100671053
0.933933933934 8.19982937241 -6.93621776168
0.93993993994 8.15806587544 -6.97061884319
0.945945945946 8.11609821514 -7.00419839726
0.951951951952 8.07393136016 -7.03694497058
0.957957957958 8.03157034762 -7.06884721449
0.963963963964 7.98902028251 -7.09989388517
0.96996996997 7.94628633699 -7.1300738436
0.975975975976 7.90337374985 -7.15937605556
0.981981981982 7.86028782581 -7.18778959145
0.987987987988 7.81703393494 -7.21530362612
0.993993993994 7.77361751199 -7.24190743853
1.0 7.7300440558 -7.26759041141
1.00600600601 7.68631912867 -7.29234203082
1.01201201201 7.64244835573 -7.31615188564
1.01801801802 7.59843742433 -7.33900966698
1.02402402402 7.55429208345 -7.36090516759
1.03003003003 7.51001814304 -7.38182828114
1.03603603604 7.46562147347 -7.40176900148
1.04204204204 7.42110800488 -7.42071742184
1.04804804805 7.37648372666 -7.438663734
1.05405405405 7.33175468676 -7.45559822736
1.06006006006 7.28692699119 -7.47151128806
1.06606606607 7.24200680342 -7.48639339792
1.07207207207 7.19700034377 -7.50023513349
1.07807807808 7.1519138889 -7.51302716497
1.08408408408 7.10675377122 -7.5247602551
1.09009009009 7.06152637833 -7.5354252581
1.0960960961 7.0162381525 -7.54501311843
1.1021021021 6.97089559012 -7.55351486971
1.10810810811 6.92550524116 -7.56092163345
1.11411411411 6.88007370864 -7.56722461786
1.12012012012 6.83460764815 -7.5724151166
1.12612612613 6.7891137673 -7.5764845075
1.13213213213 6.74359882524 -7.57942425132
1.13813813814 6.69806963215 -7.58122589044
1.14414414414 6.65253304877 -7.58188104753
1.15015015015 6.60699598593 -7.58138142428
1.15615615616 6.56146540404 -7.57971880002
1.16216216216 6.51594831266 -7.57688503044
1.16816816817 6.47045177004 -7.57287204623
1.17417417417 6.42498288267 -7.56767185173
1.18018018018 6.37954880485 -7.56127652357
1.18618618619 6.33415673824 -7.55367820935
1.19219219219 6.28881393147 -7.5448691263
1.1981981982 6.24352767967 -7.53484155987
1.2042042042 6.19830532414 -7.52358786244
1.21021021021 6.15315425189 -7.51110045196
1.21621621622 6.10808189529 -7.49737181062
1.22222222222 6.06309573165 -7.48239448348
1.22822822823 6.01820328287 -7.46616107717
1.23423423423 5.9734121151 -7.44866425858
1.24024024024 5.92872983833 -7.42989675351
1.24624624625 5.88416410605 -7.40985134539
1.25225225225 5.83972261496 -7.388520874
1.25825825826 5.79541310456 -7.36589823412
1.26426426426 5.75124335689 -7.34197637435
1.27027027027 5.70722119616 -7.31674829576
1.27627627628 5.66335448847 -7.2902070507
1.28228228228 5.6196511415 -7.26234574154
1.28828828829 5.57611910419 -7.23315751944
1.29429429429 5.53276636649 -7.20263558316
1.3003003003 5.48960095905 -7.17077317783
1.30630630631 5.44663095294 -7.13756359381
1.31231231231 5.40386445942 -7.10300016552
1.31831831832 5.36130962963 -7.06707627025
1.32432432432 5.31897465437 -7.02978532707
1.33033033033 5.27686776384 -6.99112079569
1.33633633634 5.2349972274 -6.95107617538
1.34234234234 5.19337135333 -6.90964500385
1.34834834835 5.15199848861 -6.86682085621
1.35435435435 5.11088701872 -6.82259734392
1.36036036036 5.07004536737 -6.77696811375
1.36636636637 5.02948199633 -6.72992684676
1.37237237237 4.98920540524 -6.68146725731
1.37837837838 4.94922413138 -6.63158309206
1.38438438438 4.90954674948 -6.58026812904
1.39039039039 4.87018187157 -6.52751617668
1.3963963964 4.83113814676 -6.47332107288
1.4024024024 4.79242426109 -6.41767668414
1.40840840841 4.75404893734 -6.36057690458
1.41441441441 4.7160209349 -6.30201565518
1.42042042042 4.67834904959 -6.24198688284
1.42642642643 4.64104211349 -6.18048455954
1.43243243243 4.60410899482 -6.11750268159
1.43843843844 4.56755859779 -6.05303526874
1.44444444444 4.53139986246 -5.98707636344
1.45045045045 4.4956417646 -5.91962003007
1.45645645646 4.46029331556 -5.85066035416
1.46246246246 4.42536356215 -5.78019144168
1.46846846847 4.39086158653 -5.70820741829
1.47447447447 4.35679650607 -5.63470242869
1.48048048048 4.32317747327 -5.55967063587
1.48648648649 4.29001367561 -5.48310622046
1.49249249249 4.25731433549 -5.40500338011
1.4984984985 4.22508871008 -5.32535632881
1.5045045045 4.1933460913 -5.24415929627
1.51051051051 4.16209580562 -5.16140652733
1.51651651652 4.13134721409 -5.07709228135
1.52252252252 4.10110971215 -4.99121083166
1.52852852853 4.07139272963 -4.90375646496
1.53453453453 4.04220573059 -4.81472348079
1.54054054054 4.01355821334 -4.724106191
1.54654654655 3.98545971028 -4.63189891921
1.55255255255 3.95791978788 -4.53809600034
1.55855855856 3.93094804661 -4.44269178007
1.56456456456 3.90455412086 -4.3456806144
1.57057057057 3.87874767887 -4.24705686916
1.57657657658 3.85353842273 -4.14681491959
1.58258258258 3.82893608825 -4.04494914983
1.58858858859 3.80495044495 -3.94145395258
1.59459459459 3.78159129602 -3.83632372862
1.6006006006 3.75886847824 -3.72955288643
1.60660660661 3.73679186195 -3.62113584178
1.61261261261 3.71537135101 -3.5110670174
1.61861861862 3.69461688276 -3.39934084253
1.62462462462 3.67453842798 -3.28595175265
1.63063063063 3.65514599084 -3.17089418905
1.63663663664 3.63644960889 -3.05416259855
1.64264264264 3.61845935302 -2.93575143316
1.64864864865 3.60118532741 -2.81565514974
1.65465465465 3.58463766954 -2.69386820972
1.66066066066 3.56882655012 -2.5703850788
1.66666666667 3.5537621731 -2.44520022664
1.67267267267 3.53945477563 -2.31830812662
1.67867867868 3.52591462803 -2.18970325553
1.68468468468 3.51315203382 -2.05938009333
1.69069069069 3.50117732962 -1.9273331229
1.6966966967 3.49000088519 -1.79355682981
1.7027027027 3.47963310343 -1.65804570202
1.70870870871 3.4700844203 -1.52079422974
1.71471471471 3.46136530488 -1.38179690517
1.72072072072 3.45348625928 -1.24104822225
1.72672672673 3.44645781872 -1.09854267654
1.73273273273 3.44029055146 -0.954274764931
1.73873873874 3.43499505878 -0.808238985532
1.74474474474 3.43058197505 -0.660429837435
1.75075075075 3.42706196764 -0.510841820563
1.75675675676 3.42444573697 -0.359469435488
1.76276276276 3.42274401647 -0.206307183272
1.76876876877 3.4219675726 -0.0513495653078
1.77477477477 3.42212720487 0.105408916834
1.78078078078 3.42323374578 0.263973761551
1.78678678679 3.42529806087 0.424350467349
1.79279279279 3.42833104869 0.586544532979
1.7987987988 3.43234364084 0.750561457566
1.8048048048 3.43734680193 0.916406740733
1.81081081081 3.44335152962 1.08408588273
1.81681681682 3.45036885458 1.25360438452
1.82282282282 3.45840984054 1.42496774793
1.82882882883 3.46748558428 1.59818147574
1.83483483483 3.47760721563 1.77325107177
1.84084084084 3.48878589746 1.95018204097
1.84684684685 3.50103282573 2.12897988957
1.85285285285 3.51435922947 2.3096501251
1.85885885886 3.52877637078 2.49219825651
1.86486486486 3.54429554486 2.67662979425
1.87087087087 3.56092808002 2.86295025034
1.87687687688 3.57868533766 3.05116513842
1.88288288288 3.59757871231 3.24127997389
1.88888888889 3.61761963164 3.43330027389
1.89489489489 3.63881955644 3.62723155743
1.9009009009 3.66118998068 3.82307934541
1.90690690691 3.68474243146 4.02084916069
1.91291291291 3.70948846909 4.22054652816
1.91891891892 3.73543968705 4.42217697476
1.92492492492 3.76260771203 4.62574602956
1.93093093093 3.79100420393 4.83125922379
1.93693693694 3.82064085586 5.03872209086
1.94294294294 3.85152939421 5.24814016644
1.94894894895 3.88368157858 5.45951898851
1.95495495495 3.91710920188 5.67286409731
1.96096096096 3.95182409026 5.8881810355
1.96696696697 3.9878381032 6.10547534806
1.97297297297 4.02516313348 6.32475258242
1.97897897898 4.0638111072 6.54601828845
1.98498498498 4.10379398379 6.76927801846
1.99099099099 4.14512375607 6.99453732728
1.996996997 4.18781245019 7.22180177223
2.003003003 4.2318721257 7.45107691316
2.00900900901 4.27731487557 7.68236831248
2.01501501502 4.32415282615 7.91568153516
2.02102102102 4.37239813725 8.15102214874
2.02702702703 4.42206300211 8.38839572336
2.03303303303 4.47315964744 8.62780783177
2.03903903904 4.52570033343 8.86926404931
2.04504504505 4.57969735374 9.11276995399
2.05105105105 4.63516303558 9.3583311264
2.05705705706 4.69210973964 9.60595314981
2.06306306306 4.7505498602 9.8556416101
2.06906906907 4.81049582505 10.1074020958
2.07507507508 4.87196009558 10.3612401982
2.08108108108 4.93495516677 10.617161511
2.08708708709 4.99949356719 10.8751716308
2.09309309309 5.06558785903 11.1352761567
2.0990990991 5.13325063814 11.3974806905
2.10510510511 5.20249453399 11.6617908367
2.11111111111 5.27333220975 11.9282122025
2.11711711712 5.34577636225 12.1967503974
2.12312312312 5.41983972203 12.467411034
2.12912912913 5.49553505335 12.7401997272
2.13513513514 5.57287515419 13.0151220948
2.14114114114 5.65187285629 13.2921837569
2.14714714715 5.73254102514 13.5713903364
2.15315315315 5.81489256003 13.8527474589
2.15915915916 5.89894039402 14.1362607525
2.16516516517 5.984697494 14.4219358478
2.17117117117 6.07217686066 14.7097783781
2.17717717718 6.16139152857 14.9997939793
2.18318318318 6.25235456612 15.2919882896
2.18918918919 6.34507907559 15.5863669502
2.1951951952 6.43957819315 15.8829356043
2.2012012012 6.53586508886 16.1816998981
2.20720720721 6.6339529667 16.48266548
2.21321321321 6.73385506459 16.7858380011
2.21921921922 6.8355846544 17.0912231149
2.22522522523 6.93915504195 17.3988264773
2.23123123123 7.04457956704 17.7086537467
2.23723723724 7.15187160347 18.020710584
2.24324324324 7.26104455904 18.3350026526
2.24924924925 7.37211187557 18.6515356181
2.25525525526 7.48508702893 18.9703151487
2.26126126126 7.59998352901 19.2913469148
2.26726726727 7.7168149198 19.6146365894
2.27327327327 7.83559477933 19.9401898476
2.27927927928 7.95633671977 20.2680123671
2.28528528529 8.07905438735 20.5981098277
2.29129129129 8.20376146244 20.9304879116
2.2972972973 8.33047165956 21.2651523033
2.3033033033 8.45919872735 21.6021086896
2.30930930931 8.58995644862 21.9413627594
2.31531531532 8.72275864037 22.2829202041
2.32132132132 8.85761915378 22.6267867171
2.32732732733 8.99455187421 22.9729679942
2.33333333333 9.13357072127 23.3214697331
2.33933933934 9.27468964878 23.6722976339
2.34534534535 9.41792264481 24.0254573989
2.35135135135 9.56328373165 24.3809547324
2.35735735736 9.71078696592 24.7387953409
2.36336336336 9.86044643845 25.0989849329
2.36936936937 10.0122762744 25.4615292191
2.37537537538 10.1662906333 25.8264339123
2.38138138138 10.3225037088 26.1937047272
2.38738738739 10.4809297291 26.5633473806
2.39339339339 10.6415829566 26.9353675914
2.3993993994 10.8044776882 27.3097710805
2.40540540541 10.9696282549 27.6865635706
2.41141141141 11.1370490223 28.0657507865
2.41741741742 11.3067543905 28.4473384551
2.42342342342 11.4787587936 28.8313323049
2.42942942943 11.6530767004 29.2177380665
2.43543543544 11.8297226142 29.6065614726
2.44144144144 12.0087110725 29.9978082573
2.44744744745 12.1900566473 30.391484157
2.45345345345 12.3737739452 30.7875949097
2.45945945946 12.5598776072 31.1861462553
2.46546546547 12.7483823086 31.5871439357
2.47147147147 12.9393027596 31.9905936942
2.47747747748 13.1326537044 32.3965012763
2.48348348348 13.328449922 32.8048724289
2.48948948949 13.526706226 33.2157129008
2.4954954955 13.7274374644 33.6290284428
2.5015015015 13.9306585196 34.0448248069
2.50750750751 14.1363843089 34.4631077471
2.51351351351 14.3446297839 34.8838830192
2.51951951952 14.5554099308 35.3071563803
2.52552552553 14.7687397704 35.7329335895
2.53153153153 14.9846343583 36.1612204073
2.53753753754 15.2031087843 36.592022596
2.54354354354 15.4241781732 37.0253459193
2.54954954955 15.6478576843 37.4611961427
2.55555555556 15.8741625113 37.899579033
2.56156156156 16.1031078829 38.340500359
2.56756756757 16.3347090621 38.7839658905
2.57357357357 16.568981347 39.2299813993
2.57957957958 16.8059400699 39.6785526583
2.58558558559 17.0456005982 40.1296854423
2.59159159159 17.2879783335 40.5833855272
2.5975975976 17.5330887126 41.0396586906
2.6036036036 17.7809472067 41.4985107115
2.60960960961 18.0315693217 41.9599473703
2.61561561562 18.2849705985 42.4239744489
2.62162162162 18.5411666124 42.8905977306
2.62762762763 18.8001729737 43.3598229999
2.63363363363 19.0620053271 43.8316560429
2.63963963964 19.3266793526 44.3061026471
2.64564564565 19.5942107643 44.7831686011
2.65165165165 19.8646153117 45.262859695
2.65765765766 20.1379087787 45.7451817203
2.66366366366 20.414106984 46.2301404696
2.66966966967 20.6932257813 46.717741737
2.67567567568 20.975281059 47.2079913178
2.68168168168 21.2602887401 47.7008950085
2.68768768769 21.5482647828 48.1964586069
2.69369369369 21.8392251798 48.6946879122
2.6996996997 22.1331859589 49.1955887247
2.70570570571 22.4301631825 49.6991668458
2.71171171171 22.730172948 50.2054280783
2.71771771772 23.0332313877 50.7143782261
2.72372372372 23.3393546685 51.2260230943
2.72972972973 23.6485589924 51.7403684892
2.73573573574 23.9608605963 52.2574202182
2.74174174174 24.2762757518 52.7771840898
2.74774774775 24.5948207655 53.2996659139
2.75375375375 24.916511979 53.8248715012
2.75975975976 25.2413657685 54.3528066636
2.76576576577 25.5693985455 54.8834772142
2.77177177177 25.9006267561 55.4168889671
2.77777777778 26.2350668814 55.9530477375
2.78378378378 26.5727354376 56.4919593417
2.78978978979 26.9136489756 57.033629597
2.7957957958 27.2578240814 57.5780643217
2.8018018018 27.6052773759 58.1252693352
2.80780780781 27.9560255149 58.6752504579
2.81381381381 28.3100851892 59.2280135113
2.81981981982 28.6674731246 59.7835643178
2.82582582583 29.0282060819 60.3419087007
2.83183183183 29.3923008568 60.9030524844
2.83783783784 29.7597742799 61.4670014943
2.84384384384 30.1306432171 62.0337615567
2.84984984985 30.5049245689 62.6033384989
2.85585585586 30.8826352711 63.175738149
2.86186186186 31.2637922944 63.7509663361
2.86786786787 31.6484126445 64.3290288903
2.87387387387 32.0365133622 64.9099316425
2.87987987988 32.4281115231 65.4936804246
2.88588588589 32.8232242381 66.0802810693
2.89189189189 33.2218686531 66.6697394101
2.8978978979 33.6240619488 67.2620612817
2.9039039039 34.0298213411 67.8572525193
2.90990990991 34.4391640811 68.4553189591
2.91591591592 34.8521074548 69.0562664381
2.92192192192 35.2686687831 69.6601007943
2.92792792793 35.6888654223 70.2668278663
2.93393393393 36.1127147635 70.8764534936
2.93993993994 36.540234233 71.4889835166
2.94594594595 36.9714412922 72.1044237763
2.95195195195 37.4063534375 72.7227801147
2.95795795796 37.8449882005 73.3440583745
2.96396396396 38.2873631477 73.9682643991
2.96996996997 38.7334958809 74.5954040328
2.97597597598 39.183404037 75.2254831206
2.98198198198 39.6371052878 75.8585075081
2.98798798799 40.0946173404 76.494483042
2.99399399399 40.555957937 77.1334155694
3.0 41.0211448547 77.4536218124
